Scheme Name	Net Asset Value
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW	13.2169
UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option	13.1836
UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW	13.1836
UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option	12.737
UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW	12.737
	
	
	
	
	
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option	11.1513
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option	11.1521
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option	11.1261
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option	11.1261
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option	11.1466
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option	11.1476
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option	11.1242
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option	11.1242
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option	10.7331
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option	10.7268
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option	10.7268
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option	10.516
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option	10.5076
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option	10.5076
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option	10.3716
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option	10.3665
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option	10.3484
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option	10.3491
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option	10.343
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option	10.3432
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW	10.
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan	30.1057
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW	10.0756
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW	10.0756
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan	30.253
	
	
	
Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth	10.4890
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth	10.4734
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout	10.4734
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout	10.4735
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth	10.4001
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW	10.4001
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth	10.3861
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW	10.3861
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW	10.3858
	
	
	
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days)	11.1600
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days)	14.5770
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days)	12.4029
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days)	14.4119
IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days)	10.41782744
IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days)	10.47320000
IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days)	12.86192201
	
	
	
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION	13.1536
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment)	13.1506
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION	13.0217
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment)	13.0217
	
	
	
DSP FMP Series - 264 - 60M - 17D - Direct - Growth	10.9032
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW	10.9031
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW	10.8696
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth	10.8696
DSP FMP Series - 267 - 1246 Days - Direct - Growth	10.6216
DSP FMP Series - 267 - 1246 Days - Direct - IDCW	10.6215
DSP FMP Series - 267 - 1246 Days - Regular - Growth	10.6112
DSP FMP Series - 267 - 1246 Days - Regular - IDCW	10.6112
DSP FMP Series - 268 - 1281 Days - Direct - Growth	10.6072
DSP FMP Series - 268 - 1281 Days - Direct - IDCW	10.6067
DSP FMP Series - 268 - 1281 Days - Regular - Growth	10.5936
DSP FMP Series - 268 - 1281 Days - Regular - IDCW	10.5936
DSP FMP Series - 269 - 160 Days - Direct Growth	10.3256
DSP FMP Series - 269 - 160 Days - Direct IDCW	10.3256
DSP FMP Series - 269 - 160 Days - Regular Growth	10.3211
DSP FMP Series - 269 - 160 Days - Regular IDCW	10.3211
DSP FMP Series - 270 - 1144 Days - Direct - Growth	10.4273
DSP FMP Series - 270 - 1144 Days - Direct - IDCW	10.4274
DSP FMP Series - 270 - 1144 Days - Regular - Growth	10.4210
DSP FMP Series - 270 - 1144 Days - Regular - IDCW	10.4210
	
	
	
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct	0.0000
Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth	0.0000
Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct	10.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 Plan F (1098 days) - Growth Direct	0.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days )- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days -QTR - IDCW 	0.0000
Franklin India Fixed maturity Plans- Series 4- Plan A (1098 days) - Growth - Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan A (1098 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturit Plans- Series 4- Plan E (1098 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans -Series 5 Plan D (1238 days)- Growth - Direct	0.0000
